49.6,50.7,64.3,65,65.9,66.8,68.8,70.5,71.9,72.2,72.4,72.6,72.8,72.9,73.1,73.1,73.1,73.2,73.2,73.3,73.3,73.4,73.4,73.4,73.4,73.4,73.4,73.5,73.6,73.5,73.6,73.7,73.7,73.7,73.8,74.1,74.1,74.3,74.4,74.5
73.3,74.6,76.8,77.2,76.9,76,77,77.8,76.3,76.5,76.3,77,77.1,76.2,77.1,76.7,77.1,76.8,76.9,77,76.9,76.7,76.7,76.9,76.8,76.7,76.5,76.8,76.5,76.6,76.6,,,,,,,,,
62.9,63.8,64.3,68.8,72.7,73.6,75.1,75.5,75.6,75.5,74.1,74,74.1,74,74,74,74,74,74.1,74.1,74,74,74.1,74.2,74.7,74.8,74.5,74.5,74.7,74.4,75.2,74.2,75.1,74.4,74.6,75.4,74.9,74.7,74.8,75.2
